id,lemma,question_text,correct_answer,difficulty_band,lexical_band,pos,topic_tag,active,freq_rank,level,bin_name,cefr_estimate,concept_group,donor_eligible
2070,"ocasião","ocasião","случай",,,noun,build:pilot_ptpt_001_enriched_qc,0,2336,,5K,B1,"ocasião",0
2071,oceano,oceano,"океан",,,noun,build:pilot_ptpt_001_enriched_qc,0,3577,,5K,B2,oceano,0
2072,ocupar,"Что значит это слово?

ocupar","занимать",,,verb,build:pilot_ptpt_001_enriched_qc,1,4667,,5K,B2,ocupar,0
2075,ofender,"Что значит это слово?

ofender","обижать",,,verb,build:pilot_ptpt_001_enriched_qc,1,9544,,10K,C1,ofender,1
2080,"opinião","opinião","взгляд",,,noun,build:pilot_ptpt_001_enriched_qc,0,874,,1K,A2,"opinião",0
2082,orar,orar,"просить",,,verb,build:pilot_ptpt_001_enriched_qc,1,11693,,20K,C1,orar,0
2083,ordem,ordem,"заказ",,,noun,build:pilot_ptpt_001_enriched_qc,0,609,,1K,A2,ordem,0
2085,orelha,orelha,"ухо",,,noun,build:pilot_ptpt_001_enriched_qc,0,7058,,10K,C1,orelha,0
2086,organismo,organismo,"организм",,,noun,build:pilot_ptpt_001_enriched_qc,0,6220,,10K,B2,organismo,0
2087,"organização","organização","организация",,,noun,build:pilot_ptpt_001_enriched_qc,0,654,,1K,A2,"organização",0
2088,orquestra,orquestra,"оркестр",,,noun,build:pilot_ptpt_001_enriched_qc,0,7059,,10K,C1,orquestra,0
2090,osso,osso,"кость",,,noun,build:pilot_ptpt_001_enriched_qc,0,5563,,10K,B2,osso,0
2091,otimista,otimista,"оптимист",,,noun,build:pilot_ptpt_001_enriched_qc,1,10578,,20K,C1,otimista,0
2092,ouro,ouro,"бубны",,,noun,build:pilot_ptpt_001_enriched_qc,0,876,,1K,A2,ouro,0
2093,outono,outono,"осень",,,noun,build:pilot_ptpt_001_enriched_qc,0,6222,,10K,B2,outono,0
2094,outubro,outubro,"октябрь",,,noun,build:pilot_ptpt_001_enriched_qc,0,468,,1K,A1,outubro,0
2095,ouvir,ouvir,"слушать",,,verb,build:pilot_ptpt_001_enriched_qc,0,507,,1K,A2,ouvir,0
2096,ovo,ovo,"яйцо",,,noun,build:pilot_ptpt_001_enriched_qc,0,4416,,5K,B2,ovo,0
2097,"oxigênio","oxigênio","кислород",,,noun,build:pilot_ptpt_001_enriched_qc,0,6223,,10K,B2,"oxigênio",0
2099,padaria,padaria,"пекарня",,,noun,build:pilot_ptpt_001_enriched_qc,1,11116,,20K,C1,padaria,0
2100,pagar,pagar,"платить",,,verb,build:pilot_ptpt_001_enriched_qc,0,809,,1K,A2,pagar,0
2101,pai,pai,"отец",,,noun,build:pilot_ptpt_001_enriched_qc,0,240,,1K,A1,pai,0
2102,paisagem,paisagem,"пейзаж",,,noun,build:pilot_ptpt_001_enriched_qc,0,4572,,5K,B2,paisagem,0
2104,palavra,palavra,"словo",,,noun,build:pilot_ptpt_001_enriched_qc,0,655,,1K,A2,palavra,0
2105,palestina,palestina,"палестина",,,noun,build:pilot_ptpt_001_enriched_qc,0,7194,,10K,C1,palestina,0
2106,palha,palha,"солома",,,noun,build:pilot_ptpt_001_enriched_qc,0,9083,,10K,C1,palha,0
2107,"palhaço","palhaço","шут",,,noun,build:pilot_ptpt_001_enriched_qc,0,6455,,10K,B2,"palhaço",0
2109,"panamá","panamá","панама",,,noun,build:pilot_ptpt_001_enriched_qc,0,6456,,10K,B2,"panamá",0
2111,pandemia,pandemia,"пандемия",,,noun,build:pilot_ptpt_001_enriched_qc,0,7678,,10K,C1,pandemia,0
2114,papel,papel,"бумага",,,noun,build:pilot_ptpt_001_enriched_qc,0,452,,1K,A1,bureaucracy_documents,0
2118,paradigma,paradigma,"парадигма",,,noun,build:pilot_ptpt_001_enriched_qc,0,10409,,20K,C1,paradigma,0
2119,paraguai,paraguai,"парагвай",,,noun,build:pilot_ptpt_001_enriched_qc,0,3710,,5K,B2,paraguai,0
2120,parar,parar,"остановить",,,verb,build:pilot_ptpt_001_enriched_qc,0,656,,1K,A2,parar,0
2127,partido,partido,"партия",,,noun,build:pilot_ptpt_001_enriched_qc,0,570,,1K,A2,partido,0
2128,passageiro,passageiro,"пассажир",,,noun,build:pilot_ptpt_001_enriched_qc,0,8936,,10K,C1,passageiro,0
2130,passaporte,passaporte,"паспорт",,,noun,build:pilot_ptpt_001_enriched_qc,0,5980,,10K,B2,passaporte,0
2131,passeio,passeio,"прогулка",,,noun,build:pilot_ptpt_001_enriched_qc,0,3791,,5K,B2,passeio,0
2132,passo,passo,"след",,,noun,build:pilot_ptpt_001_enriched_qc,0,790,,1K,A2,passo,0
2134,patente,patente,"патент",,,noun,build:pilot_ptpt_001_enriched_qc,0,7811,,10K,C1,patente,0
2135,pato,pato,"утка",,,noun,build:pilot_ptpt_001_enriched_qc,0,6330,,10K,B2,pato,0
2136,pausa,pausa,"пауза",,,noun,build:pilot_ptpt_001_enriched_qc,0,5774,,10K,B2,pausa,0
2137,paz,paz,"мир",,,noun,build:pilot_ptpt_001_enriched_qc,0,453,,1K,A1,paz,0
2138,"país","país","страна",,,noun,build:pilot_ptpt_001_enriched_qc,0,214,,1K,A1,"país",0
2139,"pecuária","pecuária","животноводство",,,noun,build:pilot_ptpt_001_enriched_qc,0,9086,,10K,C1,"pecuária",0
2142,pedro,pedro,"пётр",,,noun,build:pilot_ptpt_001_enriched_qc,0,830,,1K,A2,pedro,0
2146,pena,pena,"перо",,,noun,build:pilot_ptpt_001_enriched_qc,0,496,,1K,A1,pena,0
2149,pequim,pequim,"пекин",,,noun,build:pilot_ptpt_001_enriched_qc,0,5982,,10K,B2,pequim,0
2150,perca,perca,"окунь",,,noun,build:pilot_ptpt_001_enriched_qc,0,4502,,5K,B2,perca,0
2153,perfume,perfume,"духи",,,noun,build:pilot_ptpt_001_enriched_qc,0,5672,,10K,B2,perfume,0
2154,pergunta,pergunta,"вопрос",,,noun,build:pilot_ptpt_001_enriched_qc,0,657,,1K,A2,pergunta,0
2158,"perímetro","perímetro","периметр",,,noun,build:pilot_ptpt_001_enriched_qc,0,8937,,10K,C1,"perímetro",0
2159,pesadelo,pesadelo,"кошмар",,,noun,build:pilot_ptpt_001_enriched_qc,0,5984,,10K,B2,pesadelo,0
2160,pesar,"Что значит это слово?

pesar","весить",,,verb,build:pilot_ptpt_001_enriched_qc,1,9088,,10K,C1,pesar,0
2161,pesca,pesca,"рыболовство",,,noun,build:pilot_ptpt_001_enriched_qc,0,4577,,5K,B2,pesca,0
2164,pessoal,pessoal,"штат",,,noun,build:pilot_ptpt_001_enriched_qc,0,445,,1K,A1,pessoal,0
2165,peste,peste,"бич",,,noun,build:pilot_ptpt_001_enriched_qc,0,10061,,20K,C1,peste,0
2166,"petição","petição","петиция",,,noun,build:pilot_ptpt_001_enriched_qc,0,7317,,10K,C1,"petição",0
2168,piano,piano,"фортепиано",,,noun,build:pilot_ptpt_001_enriched_qc,0,5333,,10K,B2,piano,0
2169,pilha,pilha,"ворох",,,noun,build:pilot_ptpt_001_enriched_qc,0,9233,,10K,C1,pilha,0
2171,pinheiro,pinheiro,"сосна",,,noun,build:pilot_ptpt_001_enriched_qc,0,5779,,10K,B2,pinheiro,0
2172,pintar,pintar,"рисовать",,,verb,build:pilot_ptpt_001_enriched_qc,1,5877,,10K,B2,pintar,1
2176,pirata,pirata,"пират",,,noun,build:pilot_ptpt_001_enriched_qc,0,7816,,10K,C1,pirata,0
2178,pisar,"Что значит это слово?

pisar","топать",,,verb,build:pilot_ptpt_001_enriched_qc,1,11125,,20K,C1,pisar,0
2180,pistola,pistola,"пистолет",,,noun,build:pilot_ptpt_001_enriched_qc,0,7561,,10K,C1,pistola,0
2181,pizza,pizza,"пицца",,,noun,build:pilot_ptpt_001_enriched_qc,0,4755,,5K,B2,pizza,0
2183,planalto,planalto,"плато",,,noun,build:pilot_ptpt_001_enriched_qc,0,6331,,10K,B2,planalto,0
2185,plano,plano,"плоскость",,,noun,build:pilot_ptpt_001_enriched_qc,0,571,,1K,A2,plano,0
2187,plural,plural,"множественное число",,,noun,build:pilot_ptpt_001_enriched_qc,0,11127,,20K,C1,plural,0
2188,pobreza,pobreza,"бедность",,,noun,build:pilot_ptpt_001_enriched_qc,0,4335,,5K,B2,pobreza,0
2189,poeira,poeira,"пыль",,,noun,build:pilot_ptpt_001_enriched_qc,0,6921,,10K,B2,poeira,0
2190,poema,poema,"стихотворение",,,noun,build:pilot_ptpt_001_enriched_qc,0,4171,,5K,B2,poema,0
2192,poeta,poeta,"поэт",,,noun,build:pilot_ptpt_001_enriched_qc,0,3792,,5K,B2,poeta,0
2193,"político","político","политик",,,noun,build:pilot_ptpt_001_enriched_qc,0,791,,1K,A2,"político",0
2194,"polônia","polônia","польша",,,noun,build:pilot_ptpt_001_enriched_qc,0,8667,,10K,C1,"polônia",0
2196,"pontuação","pontuação","препинание",,,noun,build:pilot_ptpt_001_enriched_qc:deactivated_semantic_suspect_20260311_133552,0,7066,,10K,C1,"pontuação",0
2197,"população","população","население",,,noun,build:pilot_ptpt_001_enriched_qc,0,351,,1K,A1,"população",0
2198,porco,porco,"кабан",,,noun,build:pilot_ptpt_001_enriched_qc,0,5878,,10K,B2,porco,0
2199,porta,porta,"дверь",,,noun,build:pilot_ptpt_001_enriched_qc,0,832,,1K,A2,house_home,0
2201,portugal,portugal,"португалия",,,noun,build:pilot_ptpt_001_enriched_qc,0,497,,1K,A1,portugal,0
2202,"português","português","португальский",,,noun,build:pilot_ptpt_001_enriched_qc,0,541,,1K,A2,"português",0
2203,"porção","porção","порция",,,noun,build:pilot_ptpt_001_enriched_qc,0,7200,,10K,C1,"porção",0
2207,pote,pote,"горшок",,,noun,build:pilot_ptpt_001_enriched_qc,0,10588,,20K,C1,pote,0
2209,poupar,"Что значит это слово?

poupar","сберегать",,,verb,build:pilot_ptpt_001_enriched_qc,1,9090,,10K,C1,poupar,0
2210,povo,povo,"народ",,,noun,build:pilot_ptpt_001_enriched_qc,0,432,,1K,A1,povo,0
2211,prado,prado,"прерия",,,noun,build:pilot_ptpt_001_enriched_qc,0,8941,,10K,C1,prado,0
2212,praia,praia,"пляж",,,noun,build:pilot_ptpt_001_enriched_qc,0,833,,1K,A2,praia,0
2217,preconceito,preconceito,"предрассудок",,,noun,build:pilot_ptpt_001_enriched_qc,0,4015,,5K,B2,preconceito,0
2218,preferir,"Что значит это слово?

preferir","предпочесть",,,verb,build:pilot_ptpt_001_enriched_qc,1,10589,,20K,C1,preferir,1
2219,"preguiça","preguiça","лень",,,noun,build:pilot_ptpt_001_enriched_qc,1,10423,,20K,C1,"preguiça",0
2220,prejudicar,"Что значит это слово?

prejudicar","вредить",,,verb,build:pilot_ptpt_001_enriched_qc,1,7684,,10K,C1,prejudicar,0
2221,"prejuízo","prejuízo","брак",,,noun,build:pilot_ptpt_001_enriched_qc,0,7685,,10K,C1,"prejuízo",0
2222,prender,"Что значит это слово?

prender","увлечь",,,verb,build:pilot_ptpt_001_enriched_qc,1,4096,,5K,B2,prender,1
2223,"preparação","preparação","подготовка",,,noun,build:pilot_ptpt_001_enriched_qc,0,3712,,5K,B2,"preparação",0
2224,"presença","presença","присутствие",,,noun,build:pilot_ptpt_001_enriched_qc,0,855,,1K,A2,"presença",0
2225,presidente,presidente,"президент",,,noun,build:pilot_ptpt_001_enriched_qc,0,215,,1K,A1,presidente,0
2226,pressa,pressa,"спешка",,,noun,build:pilot_ptpt_001_enriched_qc,0,4670,,5K,B2,pressa,0
2227,pressionar,"Что значит это слово?

pressionar","давить",,,verb,build:pilot_ptpt_001_enriched_qc,1,8803,,10K,C1,pressionar,0
2230,"previsão","previsão","прогноз",,,noun,build:pilot_ptpt_001_enriched_qc,0,4336,,5K,B2,"previsão",0
2231,"preço","preço","цена",,,noun,build:pilot_ptpt_001_enriched_qc,0,996,,1K,A2,shopping_money,0
2237,prisioneiro,prisioneiro,"пленник",,,noun,build:pilot_ptpt_001_enriched_qc,0,7965,,10K,C1,prisioneiro,0
2238,"privilégio","privilégio","привилегия",,,noun,build:pilot_ptpt_001_enriched_qc,0,6689,,10K,B2,"privilégio",0
2239,probabilidade,probabilidade,"вероятность",,,noun,build:pilot_ptpt_001_enriched_qc,1,5880,,10K,B2,probabilidade,0
2240,problema,problema,"проблема",,,noun,build:pilot_ptpt_001_enriched_qc,0,299,,1K,A1,problema,0
2241,procedimento,procedimento,"процедура",,,noun,build:pilot_ptpt_001_enriched_qc,0,4337,,5K,B2,procedimento,0
2242,processo,processo,"иск",,,noun,build:pilot_ptpt_001_enriched_qc,0,358,,1K,A1,processo,0
2244,procurador,procurador,"прокурор",,,noun,build:pilot_ptpt_001_enriched_qc,0,4173,,5K,B2,procurador,0
2247,produtor,produtor,"продюсер",,,noun,build:pilot_ptpt_001_enriched_qc,0,3582,,5K,B2,produtor,0
2249,"produção","produção","производство",,,noun,build:pilot_ptpt_001_enriched_qc,0,471,,1K,A1,"produção",0
2250,professor,professor,"учитель",,,noun,build:pilot_ptpt_001_enriched_qc,0,588,,1K,A2,professor,0
2251,profeta,profeta,"пророк",,,noun,build:pilot_ptpt_001_enriched_qc,0,6691,,10K,B2,profeta,0
2253,programa,programa,"программа",,,noun,build:pilot_ptpt_001_enriched_qc,0,323,,1K,A1,programa,0
2255,proibir,"Что значит это слово?

proibir","запретить",,,verb,build:pilot_ptpt_001_enriched_qc,1,11713,,20K,C1,proibir,1
2256,"proibição","proibição","запрет",,,noun,build:pilot_ptpt_001_enriched_qc,0,6573,,10K,B2,"proibição",0
2257,projeto,projeto,"проект",,,noun,build:pilot_ptpt_001_enriched_qc,0,288,,1K,A1,projeto,0
2258,"projeção","projeção","проекция",,,noun,build:pilot_ptpt_001_enriched_qc,0,8248,,10K,C1,"projeção",0
2259,"proporção","proporção","пропорция",,,noun,build:pilot_ptpt_001_enriched_qc,0,6337,,10K,B2,"proporção",0
2260,"proprietário","proprietário","хозяин",,,noun,build:pilot_ptpt_001_enriched_qc,0,3716,,5K,B2,"proprietário",0
2261,"prostituição","prostituição","проституция",,,noun,build:pilot_ptpt_001_enriched_qc,1,10245,,20K,C1,"prostituição",0
2262,protagonista,protagonista,"протагонист",,,noun,build:pilot_ptpt_001_enriched_qc,0,4946,,5K,B2,protagonista,0
2263,"proteína","proteína","белок",,,noun,build:pilot_ptpt_001_enriched_qc,0,8250,,10K,C1,"proteína",0
2264,protocolo,protocolo,"протокол",,,noun,build:pilot_ptpt_001_enriched_qc,0,4511,,5K,B2,protocolo,0
2265,prova,prova,"испытание",,,noun,build:pilot_ptpt_001_enriched_qc,0,690,,1K,A2,prova,0
2269,psicologia,psicologia,"психология",,,noun,build:pilot_ptpt_001_enriched_qc,0,4175,,5K,B2,psicologia,0
2270,"psicólogo","psicólogo","психолог",,,noun,build:pilot_ptpt_001_enriched_qc,0,9238,,10K,C1,"psicólogo",0
2271,psiquiatra,psiquiatra,"психиатр",,,noun,build:pilot_ptpt_001_enriched_qc,0,11332,,20K,C1,psiquiatra,0
2275,"punição","punição","наказание",,,noun,build:pilot_ptpt_001_enriched_qc,1,5989,,10K,B2,"punição",0
2277,"pássaro","pássaro","птица",,,noun,build:pilot_ptpt_001_enriched_qc,0,8378,,10K,C1,"pássaro",0
2278,"pátria","pátria","отчизна",,,noun,build:pilot_ptpt_001_enriched_qc,0,5991,,10K,B2,"pátria",0
2279,"pânico","pânico","паника",,,noun,build:pilot_ptpt_001_enriched_qc,0,3857,,5K,B2,"pânico",0
2281,"pérola","pérola","жемчуг",,,noun,build:pilot_ptpt_001_enriched_qc,0,10598,,20K,C1,"pérola",0
2282,"pênis","pênis","пенис",,,noun,build:pilot_ptpt_001_enriched_qc,0,6463,,10K,B2,"pênis",0
2283,"pódio","pódio","подиум",,,noun,build:pilot_ptpt_001_enriched_qc,0,10075,,20K,C1,"pódio",0
2284,quadrado,quadrado,"квадрат",,,noun,build:pilot_ptpt_001_enriched_qc,0,8097,,10K,C1,quadrado,0
2285,quadrilha,quadrilha,"рил",,,noun,build:pilot_ptpt_001_enriched_qc,0,7566,,10K,C1,quadrilha,0
2287,qualidade,qualidade,"качество",,,noun,build:pilot_ptpt_001_enriched_qc,0,997,,1K,A2,qualidade,0
2292,queimar,"Что значит это слово?

queimar","жечь",,,verb,build:pilot_ptpt_001_enriched_qc,1,5337,,10K,B2,queimar,0
2293,queixo,queixo,"подбородок",,,noun,build:pilot_ptpt_001_enriched_qc,0,11334,,20K,C1,queixo,0
2295,"questão","questão","вопрос",,,noun,build:pilot_ptpt_001_enriched_qc,0,557,,1K,A2,"questão",0
2296,quintal,quintal,"центнер",,,noun,build:pilot_ptpt_001_enriched_qc,0,6343,,10K,B2,shopping_money,0
2298,"químico","químico","химик",,,noun,build:pilot_ptpt_001_enriched_qc,0,8528,,10K,C1,"químico",0
2299,rabo,rabo,"хвост",,,noun,build:pilot_ptpt_001_enriched_qc,0,4103,,5K,B2,rabo,0
2300,racismo,racismo,"расизм",,,noun,build:pilot_ptpt_001_enriched_qc,0,5137,,10K,B2,racismo,0
2301,radical,radical,"радикал",,,noun,build:pilot_ptpt_001_enriched_qc,0,5040,,10K,B2,radical,0
2306,raiz,raiz,"корень",,,noun,build:pilot_ptpt_001_enriched_qc,0,4512,,5K,B2,raiz,0
2307,raposa,raposa,"лиса",,,noun,build:pilot_ptpt_001_enriched_qc,0,9096,,10K,C1,raposa,0
2308,rato,rato,"мышь",,,noun,build:pilot_ptpt_001_enriched_qc,0,5246,,10K,B2,rato,0
2309,"razão","razão","разум",,,noun,build:pilot_ptpt_001_enriched_qc,0,793,,1K,A2,"razão",0
2311,realidade,realidade,"реальность",,,noun,build:pilot_ptpt_001_enriched_qc,0,810,,1K,A2,realidade,0
2312,"rebelião","rebelião","бунт",,,noun,build:pilot_ptpt_001_enriched_qc,0,7969,,10K,C1,"rebelião",0
2314,"recepção","recepção","вахта",,,noun,build:pilot_ptpt_001_enriched_qc,0,4019,,5K,B2,"recepção",0
2316,"reclamação","reclamação","стенание",,,noun,build:pilot_ptpt_001_enriched_qc,0,8100,,10K,C1,"reclamação",0
2318,recusa,recusa,"отказ",,,noun,build:pilot_ptpt_001_enriched_qc,0,5247,,10K,B2,recusa,0
2319,rede,rede,"сеть",,,noun,build:pilot_ptpt_001_enriched_qc,0,402,,1K,A1,rede,0
2320,referendo,referendo,"референдум",,,noun,build:pilot_ptpt_001_enriched_qc,0,10431,,20K,C1,referendo,0
2321,reflexo,reflexo,"рефлекс",,,noun,build:pilot_ptpt_001_enriched_qc,0,6806,,10K,B2,reflexo,0
2323,"refém","refém","заложник",,,noun,build:pilot_ptpt_001_enriched_qc,0,11531,,20K,C1,"refém",0
2325,regimento,regimento,"полк",,,noun,build:pilot_ptpt_001_enriched_qc,0,7460,,10K,C1,regimento,0
2326,registrar,"Что значит это слово?

registrar","регистрировать",,,verb,build:pilot_ptpt_001_enriched_qc,1,5787,,10K,B2,registrar,0
2327,"região","região","регион",,,noun,build:pilot_ptpt_001_enriched_qc,0,289,,1K,A1,"região",0
2330,rei,rei,"король",,,noun,build:pilot_ptpt_001_enriched_qc,0,794,,1K,A2,rei,0
2332,reitor,reitor,"ректор",,,noun,build:pilot_ptpt_001_enriched_qc,0,6934,,10K,B2,reitor,0
2334,relaxar,"Что значит это слово?

relaxar","отдыхать",,,verb,build:pilot_ptpt_001_enriched_qc,1,6112,,10K,B2,relaxar,0
2335,"relação","relação","связь",,,noun,build:pilot_ptpt_001_enriched_qc,0,381,,1K,A1,"relação",0
2337,"relógio","relógio","часы",,,noun,build:pilot_ptpt_001_enriched_qc,0,3641,,5K,B2,time_basic,0
2338,remix,remix,"ремикс",,,noun,build:pilot_ptpt_001_enriched_qc,1,10260,,20K,C1,remix,0
2339,"remédio","remédio","лекарство",,,noun,build:pilot_ptpt_001_enriched_qc,0,4515,,5K,B2,"remédio",0
2341,"renúncia","renúncia","отказ",,,noun,build:pilot_ptpt_001_enriched_qc,0,7824,,10K,C1,"renúncia",0
2342,reparar,"Что значит это слово?

reparar","заметить",,,verb,build:pilot_ptpt_001_enriched_qc,1,8951,,10K,C1,reparar,0
2343,reportagem,reportagem,"доклад",,,noun,build:pilot_ptpt_001_enriched_qc,0,3583,,5K,B2,reportagem,0
2345,"república","república","республика",,,noun,build:pilot_ptpt_001_enriched_qc,0,776,,1K,A2,"república",0
2346,resenha,resenha,"рецензия",,,noun,build:pilot_ptpt_001_enriched_qc,0,4591,,5K,B2,shopping_money,0
2351,respeito,respeito,"уважение",,,noun,build:pilot_ptpt_001_enriched_qc,0,558,,1K,A2,respeito,0
2352,"respiração","respiração","дыхание",,,noun,build:pilot_ptpt_001_enriched_qc,0,6700,,10K,B2,"respiração",0
2353,resposta,resposta,"ответ",,,noun,build:pilot_ptpt_001_enriched_qc,0,762,,1K,A2,resposta,0
2356,resultado,resultado,"итог",,,noun,build:pilot_ptpt_001_enriched_qc,0,635,,1K,A2,resultado,0
2357,reta,reta,"прямая",,,noun,build:pilot_ptpt_001_enriched_qc,0,5682,,10K,B2,reta,0
2360,revista,revista,"журнал",,,noun,build:pilot_ptpt_001_enriched_qc,0,836,,1K,A2,revista,0
2362,rezar,rezar,"молиться",,,verb,build:pilot_ptpt_001_enriched_qc,1,7464,,10K,C1,rezar,1
2364,rio,rio,"река",,,noun,build:pilot_ptpt_001_enriched_qc,0,173,,1K,A1,rio,0
2366,riso,riso,"смех",,,noun,build:pilot_ptpt_001_enriched_qc,0,10434,,20K,C1,riso,0
2369,"robô","robô","робот",,,noun,build:pilot_ptpt_001_enriched_qc,0,7830,,10K,C1,"robô",0
2371,rolar,rolar,"катиться",,,verb,build:pilot_ptpt_001_enriched_qc,1,8812,,10K,C1,rolar,1
2372,romanos,romanos,"посла́ние к ри́млянам",,,noun,build:pilot_ptpt_001_enriched_qc:deactivated_safe_cleanup,0,7465,,10K,C1,romanos,0
2374,roraima,roraima,"рорайма",,,noun,build:pilot_ptpt_001_enriched_qc,0,10436,,20K,C1,roraima,0
2377,"rosário","rosário","чётки",,,noun,build:pilot_ptpt_001_enriched_qc,0,8259,,10K,C1,"rosário",0
2379,roubo,roubo,"кража",,,noun,build:pilot_ptpt_001_enriched_qc,0,3725,,5K,B2,roubo,0
2381,rua,rua,"улица",,,noun,build:pilot_ptpt_001_enriched_qc,0,420,,1K,A1,transport_mobility,0
2383,"rádio","rádio","радий",,,noun,build:pilot_ptpt_001_enriched_qc,0,857,,1K,A2,"rádio",0
2385,sabor,sabor,"вкус",,,noun,build:pilot_ptpt_001_enriched_qc,0,4595,,5K,B2,sabor,0
2386,"sabão","sabão","мыло",,,noun,build:pilot_ptpt_001_enriched_qc,0,10787,,20K,C1,"sabão",0
2387,"sacrifício","sacrifício","жертвоприношение",,,noun,build:pilot_ptpt_001_enriched_qc,0,5791,,10K,B2,"sacrifício",0
2388,saga,saga,"сага",,,noun,build:pilot_ptpt_001_enriched_qc,0,6116,,10K,B2,saga,0
2390,salada,salada,"салат",,,noun,build:pilot_ptpt_001_enriched_qc,0,7573,,10K,C1,salada,0
2391,saltar,"Что значит это слово?

saltar","прыгать",,,verb,build:pilot_ptpt_001_enriched_qc,1,10609,,20K,C1,saltar,0
2393,"salvação","salvação","спасение",,,noun,build:pilot_ptpt_001_enriched_qc,1,6117,,10K,B2,"salvação",0
2396,samuel,samuel,"самойло",,,noun,build:pilot_ptpt_001_enriched_qc,0,6236,,10K,B2,samuel,0
2398,"santuário","santuário","рака",,,noun,build:pilot_ptpt_001_enriched_qc,0,6941,,10K,B2,"santuário",0
2399,sapato,sapato,"ботинок",,,noun,build:pilot_ptpt_001_enriched_qc,0,7081,,10K,C1,sapato,0
2401,satisfazer,"Что значит это слово?

satisfazer","удовлетворить",,,verb,build:pilot_ptpt_001_enriched_qc,1,9761,,10K,C1,satisfazer,1
2402,"satélite","satélite","спутник",,,noun,build:pilot_ptpt_001_enriched_qc,0,4110,,5K,B2,"satélite",0
2405,seda,seda,"шелк",,,noun,build:pilot_ptpt_001_enriched_qc,0,8958,,10K,C1,seda,0
2408,seguir,seguir,"следовать",,,verb,build:pilot_ptpt_001_enriched_qc,0,590,,1K,A2,seguir,0
2409,segundo,segundo,"второй",,,noun,build:pilot_ptpt_001_enriched_qc,0,174,,1K,A1,segundo,0
2410,segurar,"Что значит это слово?

segurar","держать",,,verb,build:pilot_ptpt_001_enriched_qc,1,4268,,5K,B2,segurar,0
2412,"seleção","seleção","отбор",,,noun,build:pilot_ptpt_001_enriched_qc,0,924,,1K,A2,"seleção",0
2413,selo,selo,"лейбл",,,noun,build:pilot_ptpt_001_enriched_qc,0,5354,,10K,B2,selo,0
2414,selva,selva,"джунгли",,,noun,build:pilot_ptpt_001_enriched_qc,0,7695,,10K,C1,selva,0
2415,selvagem,selvagem,"дикарь",,,noun,build:pilot_ptpt_001_enriched_qc,1,5145,,10K,B2,selvagem,0
2416,semana,semana,"неделя",,,noun,build:pilot_ptpt_001_enriched_qc,0,230,,1K,A1,time_basic,0
2417,"semelhança","semelhança","сходство",,,noun,build:pilot_ptpt_001_enriched_qc,0,6477,,10K,B2,"semelhança",0
2419,"seminário","seminário","семинар",,,noun,build:pilot_ptpt_001_enriched_qc,0,4856,,5K,B2,"seminário",0
2420,sena,sena,"сена",,,noun,build:pilot_ptpt_001_enriched_qc,0,8959,,10K,C1,sena,0
2424,senha,senha,"пароль",,,noun,build:pilot_ptpt_001_enriched_qc,0,3940,,5K,B2,senha,0
2425,senhor,senhor,"господин",,,noun,build:pilot_ptpt_001_enriched_qc,0,498,,1K,A1,senhor,0
2426,senhorita,senhorita,"девушка",,,noun,build:pilot_ptpt_001_enriched_qc,0,10964,,20K,C1,senhorita,0
2427,"sentença","sentença","приговор",,,noun,build:pilot_ptpt_001_enriched_qc,0,3588,,5K,B2,"sentença",0
2429,sentir,sentir,"чувствовать",,,verb,build:pilot_ptpt_001_enriched_qc,0,691,,1K,A2,sentir,0
2430,separar,"Что значит это слово?

separar","отделиться",,,verb,build:pilot_ptpt_001_enriched_qc,1,5043,,10K,B2,separar,0
2432,serpente,serpente,"змея",,,noun,build:pilot_ptpt_001_enriched_qc,0,11346,,20K,C1,serpente,0
2433,servidor,servidor,"сервер",,,noun,build:pilot_ptpt_001_enriched_qc,0,4764,,5K,B2,servidor,0
2434,"serviço","serviço","обряд",,,noun,build:pilot_ptpt_001_enriched_qc,0,528,,1K,A2,"serviço",0
2435,setembro,setembro,"сентябрь",,,noun,build:pilot_ptpt_001_enriched_qc,0,512,,1K,A2,setembro,0
2437,sexo,sexo,"пол",,,noun,build:pilot_ptpt_001_enriched_qc,0,678,,1K,A2,sexo,0
2438,sigilo,sigilo,"секретность",,,noun,build:pilot_ptpt_001_enriched_qc,0,7977,,10K,C1,sigilo,0
2440,silas,silas,"сила",,,noun,build:pilot_ptpt_001_enriched_qc,0,11347,,20K,C1,silas,0
2443,sinceridade,sinceridade,"искренность",,,noun,build:pilot_ptpt_001_enriched_qc,1,11349,,20K,C1,sinceridade,0
2444,sindicato,sindicato,"профсоюз",,,noun,build:pilot_ptpt_001_enriched_qc,0,3589,,5K,B2,sindicato,0
2445,singapura,singapura,"сингапур",,,noun,build:pilot_ptpt_001_enriched_qc,0,8819,,10K,C1,singapura,0
2446,singular,singular,"единственное число",,,noun,build:pilot_ptpt_001_enriched_qc,0,7697,,10K,C1,singular,0
2447,sino,sino,"колокол",,,noun,build:pilot_ptpt_001_enriched_qc,0,7838,,10K,C1,sino,0
2448,"sinônimo","sinônimo","синоним",,,noun,build:pilot_ptpt_001_enriched_qc,0,8115,,10K,C1,"sinônimo",0
2449,sistema,sistema,"система",,,noun,build:pilot_ptpt_001_enriched_qc,0,272,,1K,A1,sistema,0
