id,item_id,choice_text,is_correct
410788,501,"формат",0
410789,501,"рисунок",0
410790,501,"фотография",0
432253,502,"обзор",0
432254,502,"конкурс",1
432255,502,"стыд",0
432256,502,"театр",0
432257,502,"площадь",0
432258,502,"бюро",0
432259,503,"перевозка",0
432260,503,"конкурс",0
432261,503,"медицина",0
432262,503,"рисунок",1
432263,503,"работа",0
432264,503,"кость",0
432271,504,"судьба",0
432272,504,"падение",0
432273,504,"формат",1
432274,504,"левый",0
432275,504,"ключ",0
432276,504,"парк",0
410809,505,"фотография",1
410810,505,"рисунок",0
410811,505,"замечание",0
410812,505,"конкурс",0
410813,505,"намерение",0
410814,505,"формат",0
410815,506,"намерение",1
410816,506,"фотография",0
410817,506,"рисунок",0
410818,506,"конкурс",0
410819,506,"формат",0
410820,506,"опасность",0
432277,508,"крест",0
432278,508,"объём",0
432279,508,"помилование",0
432280,508,"опасность",1
432281,508,"выстрел",0
432282,508,"мясо",0
387901,509,"возможность",1
387902,509,"оружие",0
387903,509,"осада",0
387904,509,"бешенство",0
387905,509,"квартира",0
387906,509,"опасность",0
387907,511,"опасность",0
387908,511,"бешенство",1
387909,511,"квартира",0
387910,511,"оружие",0
387911,511,"осада",0
387912,511,"возможность",0
410833,513,"опасность",0
410834,513,"образ",0
410835,513,"осада",0
410836,513,"усилие",0
410837,513,"оружие",0
410838,513,"квартира",1
432283,514,"лес",0
432284,514,"климат",0
432285,514,"окно",0
432286,514,"камень",0
432287,514,"оружие",1
432288,514,"кость",0
432289,515,"усилие",1
432290,515,"здание",0
432291,515,"сюрприз",0
432292,515,"лицо",0
432293,515,"приказ",0
432294,515,"фокус",0
432295,516,"финиш",0
432296,516,"альбом",0
432297,516,"франциск",0
432298,516,"образ",1
432299,516,"ящик",0
432300,516,"обзор",0
387943,517,"детство",0
387944,517,"плохой",0
387945,517,"лист",1
387946,517,"усилие",0
387947,517,"образ",0
387948,517,"хлеб",0
410857,518,"детство",1
410858,518,"усилие",0
410859,518,"образ",0
410860,518,"роберт",0
410861,518,"хлеб",0
410862,518,"плохой",0
375457,519,"вариант",0
375458,519,"израиль",1
375459,519,"письмо",0
375460,519,"издание",0
375461,519,"голос",0
375462,519,"вселенная",0
432301,521,"сад",0
432302,521,"лицо",0
432303,521,"фокус",0
432304,521,"плохой",1
432305,521,"машина",0
432306,521,"экран",0
401629,522,"писать",0
401630,522,"петь",0
401631,522,"достичь",0
401632,522,"расти",0
401633,522,"делать",0
401634,522,"нуждаться",1
432313,523,"шкура",0
432314,523,"падение",0
432315,523,"выстрел",0
432316,523,"экран",0
432317,523,"жертва",0
432318,523,"хлеб",1
432319,524,"полоса",0
432320,524,"эпизод",0
432321,524,"лес",0
432322,524,"климат",0
432323,524,"роберт",1
432324,524,"финиш",0
432325,526,"эдуард",0
432326,526,"батарея",0
432327,526,"воссоединение",0
432328,526,"здание",0
432329,526,"аэропорт",0
432330,526,"экран",1
432331,527,"носок",0
432332,527,"полоса",1
432333,527,"костюм",0
432334,527,"мусор",0
432335,527,"выход",0
432336,527,"набла",0
432337,528,"климат",0
432338,528,"ветер",1
432339,528,"кухня",0
432340,528,"сюрприз",0
432341,528,"марка",0
432342,528,"радость",0
410899,529,"установка",1
410900,529,"полоса",0
410901,529,"ветер",0
410902,529,"экран",0
410903,529,"батарея",0
410904,529,"роберт",0
432343,530,"жертва",0
432344,530,"академия",0
432345,530,"батарея",1
432346,530,"режим",0
432347,530,"кризис",0
432348,530,"финиш",0
432349,531,"бегать",0
432350,531,"расти",1
432351,531,"хотеть",0
432352,531,"казаться",0
432353,531,"решить",0
432354,531,"принести",0
410917,532,"независимость",0
410918,532,"батарея",0
410919,532,"обсуждение",1
410920,532,"ветер",0
410921,532,"установка",0
410922,532,"звезда",0
432355,533,"спина",0
432356,533,"штиль",0
432357,533,"звезда",1
432358,533,"множество",0
432359,533,"судьба",0
432360,533,"путч",0
410929,534,"обсуждение",0
410930,534,"независимость",1
410931,534,"сенат",0
410932,534,"звезда",0
410933,534,"молния",0
410934,534,"кадр",0
388021,535,"кадр",0
388022,535,"звезда",0
388023,535,"обсуждение",0
388024,535,"лев",1
388025,535,"независимость",0
388026,535,"молния",0
432361,536,"планета",0
432362,536,"остров",0
432363,536,"договор",0
432364,536,"финиш",0
432365,536,"кадр",1
432366,536,"сцена",0
432367,537,"сомнение",0
432368,537,"обед",0
432369,537,"альбом",0
432370,537,"молния",1
432371,537,"звук",0
432372,537,"кровь",0
432373,538,"авария",0
432374,538,"сенат",1
432375,538,"фокус",0
432376,538,"экран",0
432377,538,"душа",0
432378,538,"медицина",0
388045,539,"кадр",0
388046,539,"молния",0
388047,539,"сенатор",1
388048,539,"сенат",0
388049,539,"коробка передач",0
388050,539,"лев",0
388051,540,"лев",0
388052,540,"молния",0
388053,540,"сенат",0
388054,540,"коробка передач",1
388055,540,"кадр",0
388056,540,"сенатор",0
432379,541,"новелла",0
432380,541,"градус",1
432381,541,"скала",0
432382,541,"гость",0
432383,541,"стул",0
432384,541,"полковник",0
401647,542,"декрет",0
401648,542,"ад",1
401649,542,"градус",0
401650,542,"гид",0
401651,542,"спорт",0
401652,542,"стена",0
432385,543,"стена",1
432386,543,"поцелуй",0
432387,543,"сосед",0
432388,543,"бомба",0
432389,543,"шоколад",0
432390,543,"поражение",0
401659,544,"чтение",0
401660,544,"волна",0
401661,544,"обед",0
401662,544,"гид",0
401663,544,"декрет",1
401664,544,"спорт",0
432397,545,"спорт",1
432398,545,"лечение",0
432399,545,"маркетинг",0
432400,545,"флаг",0
432401,545,"дядя",0
432402,545,"бомба",0
401671,546,"пара",0
401672,546,"обед",0
401673,546,"спорт",0
401674,546,"гид",1
401675,546,"чтение",0
401676,546,"волна",0
375613,547,"грузовик",0
375614,547,"генрих",1
375615,547,"ирак",0
375616,547,"серебро",0
375617,547,"терапия",0
375618,547,"кислота",0
401677,548,"пара",0
401678,548,"обед",1
401679,548,"чтение",0
401680,548,"декрет",0
401681,548,"волна",0
401682,548,"запах",0
432403,550,"бассейн",0
432404,550,"дуб",0
432405,550,"грусть",0
432406,550,"предел",0
432407,550,"самолёт",0
432408,550,"волна",1
401695,551,"клиент",0
401696,551,"пара",1
401697,551,"запах",0
401698,551,"железо",0
401699,551,"фраза",0
401700,551,"собрание",0
432415,552,"рука",0
432416,552,"очки",0
432417,552,"запах",1
432418,552,"суицид",0
432419,552,"прощение",0
432420,552,"стакан",0
401707,553,"железо",0
401708,553,"честь",0
401709,553,"запах",0
401710,553,"фраза",0
401711,553,"собрание",0
401712,553,"клиент",1
401713,554,"честь",0
401714,554,"фраза",0
401715,554,"клиент",0
401716,554,"железо",0
401717,554,"собрание",1
401718,554,"гуманность",0
401719,555,"железо",1
401720,555,"честь",0
401721,555,"фраза",0
401722,555,"юность",0
401723,555,"собрание",0
401724,555,"гуманность",0
401725,556,"гуманность",0
401726,556,"честь",0
401727,556,"собрание",0
401728,556,"фраза",1
401729,556,"юность",0
401730,556,"железо",0
401731,557,"рубашка",0
401732,557,"гуманность",0
401733,557,"стипендия",0
401734,557,"флаг",0
401735,557,"юность",0
401736,557,"честь",1
401737,558,"рубашка",0
401738,558,"конфликт",0
401739,558,"флаг",0
401740,558,"стипендия",0
401741,558,"юность",0
401742,558,"гуманность",1
432427,559,"поцелуй",0
432428,559,"юность",1
432429,559,"валюта",0
432430,559,"ложь",0
432431,559,"оферта",0
432432,559,"запах",0
432433,560,"сосед",0
432434,560,"раса",0
432435,560,"очки",0
432436,560,"темп",0
432437,560,"сыр",0
432438,560,"новелла",1
434773,561,"раньше",0
434774,561,"истинный",0
434775,561,"производить",1
434776,561,"трудный",0
434777,561,"возможно",0
434778,561,"хорошо",0
375703,562,"клиент",0
375704,562,"стакан",0
375705,562,"растения",0
375706,562,"география",0
375707,562,"провинция",1
375708,562,"железо",0
375709,564,"традиция",1
375710,564,"швейцария",0
375711,564,"картина",0
375712,564,"вторжение",0
375713,564,"лекарство",0
375714,564,"критик",0
432439,565,"флаг",1
432440,565,"прогресс",0
432441,565,"пожар",0
432442,565,"спрос",0
432443,565,"камера",0
432444,565,"тень",0
432445,566,"шутка",0
432446,566,"масло",0
432447,566,"кузина",0
432448,566,"полковник",0
432449,566,"девственник",0
432450,566,"стипендия",1
432451,567,"химия",0
432452,567,"метрополитен",0
432453,567,"полковник",0
432454,567,"рука",1
432455,567,"стипендия",0
432456,567,"юность",0
432457,569,"страсть",0
432458,569,"рубашка",1
432459,569,"песок",0
432460,569,"трактат",0
432461,569,"рассказ",0
432462,569,"враг",0
432463,570,"сосед",0
432464,570,"равновесие",0
432465,570,"конфликт",1
432466,570,"кот",0
432467,570,"бомба",0
432468,570,"топор",0
432469,571,"рыбы",0
432470,571,"потребление",1
432471,571,"шоколад",0
432472,571,"ресторан",0
432473,571,"зал",0
432474,571,"чили",0
375751,572,"египет",0
375752,572,"механизм",0
375753,572,"талант",0
375754,572,"счастье",1
375755,572,"зеркало",0
375756,572,"тревога",0
432475,574,"стул",0
432476,574,"мода",1
432477,574,"градус",0
432478,574,"куба",0
432479,574,"зима",0
432480,574,"волна",0
432481,576,"глава",0
432482,576,"доход",1
432483,576,"рубашка",0
432484,576,"кузина",0
432485,576,"тайна",0
432486,576,"конфликт",0
432487,577,"камера",0
432488,577,"напитки",0
432489,577,"нос",0
432490,577,"вино",1
432491,577,"чай",0
432492,577,"сон",0
432499,579,"дерево",0
432500,579,"камера",1
432501,579,"анонс",0
432502,579,"чили",0
432503,579,"оферта",0
432504,579,"рис",0
411061,580,"идиот",0
411062,580,"камера",0
411063,580,"демократия",1
411064,580,"горизонт",0
411065,580,"предел",0
411066,580,"сведения",0
432511,584,"предел",1
432512,584,"кузина",0
432513,584,"правило",0
432514,584,"растения",0
432515,584,"бабушка",0
432516,584,"круиз",0
388285,586,"тайна",0
388286,586,"сведения",0
388287,586,"дядя",0
388288,586,"мотор",1
388289,586,"предел",0
388290,586,"папство",0
432523,588,"шоколад",0
432524,588,"египет",0
432525,588,"новелла",0
432526,588,"гипотеза",0
432527,588,"метрополитен",0
432528,588,"тайна",1
432529,589,"враг",0
432530,589,"поцелуй",0
432531,589,"дядя",1
432532,589,"экзамен",0
432533,589,"буква",0
432534,589,"дружба",0
375817,590,"пицца",0
375818,590,"волк",0
375819,590,"туризм",1
375820,590,"стачка",0
375821,590,"рассказ",0
375822,590,"очки",0
432535,591,"спрятать",0
432536,591,"лгать",0
432537,591,"делить",0
432538,591,"мешать",0
432539,591,"увлечь",0
432540,591,"достичь",1
432541,592,"дружба",1
432542,592,"шоколад",0
432543,592,"шея",0
432544,592,"валюта",0
432545,592,"кот",0
432546,592,"пиво",0
401887,593,"достичь",0
401888,593,"петь",1
401889,593,"любить",0
401890,593,"понести",0
401891,593,"мешать",0
401892,593,"собрать",0
432553,594,"флаг",0
432554,594,"костюм",0
432555,594,"конь",0
432556,594,"потребление",0
432557,594,"внук",0
432558,594,"пиво",1
432559,595,"торт",0
432560,595,"ресторан",0
432561,595,"дворец",0
432562,595,"стакан",0
432563,595,"рассказ",0
432564,595,"здание",1
432571,597,"диалог",0
432572,597,"темп",0
432573,597,"трактат",0
432574,597,"выручка",0
432575,597,"буква",1
432576,597,"волна",0
432577,598,"теннис",0
432578,598,"новелла",0
432579,598,"вильгельм",0
432580,598,"ложь",1
432581,598,"корабль",0
432582,598,"дядя",0
401923,599,"дерево",0
401924,599,"буква",0
401925,599,"полковник",0
401926,599,"нация",1
401927,599,"самолёт",0
401928,599,"ложь",0
411127,600,"дерево",0
411128,600,"полковник",0
411129,600,"решение",1
411130,600,"ложь",0
411131,600,"буква",0
411132,600,"самолёт",0
388369,601,"полковник",0
388370,601,"самолёт",0
388371,601,"нация",0
388372,601,"решение",0
388373,601,"дерево",0
388374,601,"двадцать",1
432589,602,"грусть",0
432590,602,"дерево",1
432591,602,"орган",0
432592,602,"диалог",0
432593,602,"рыбы",0
432594,602,"равновесие",0
432595,603,"нос",0
432596,603,"тень",0
432597,603,"самолёт",1
432598,603,"плащ",0
432599,603,"орган",0
432600,603,"зима",0
432601,604,"физик",0
432602,604,"глава",0
432603,604,"полковник",1
432604,604,"очки",0
432605,604,"подросток",0
432606,604,"экзамен",0
432607,605,"зал",0
432608,605,"весна",0
432609,605,"рис",0
432610,605,"дебаты",1
432611,605,"спрос",0
432612,605,"эссе",0
375907,606,"терапия",0
375908,606,"окунь",0
375909,606,"актриса",0
375910,606,"железо",0
375911,606,"спешка",0
375912,606,"эволюция",1
432613,607,"пёс",0
432614,607,"рыбы",0
432615,607,"девственник",0
432616,607,"дворец",0
432617,607,"кот",1
432618,607,"внук",0
432619,608,"поражение",0
432620,608,"орган",0
432621,608,"подросток",0
432622,608,"шея",0
432623,608,"корабль",0
432624,608,"зима",1
432625,610,"абордаж",0
432626,610,"философия",0
432627,610,"стипендия",0
432628,610,"страсть",1
432629,610,"зеркало",0
432630,610,"упражнение",0
432631,612,"теннис",0
432632,612,"куба",0
432633,612,"рейс",0
432634,612,"песок",0
432635,612,"бассейн",0
432636,612,"значение",1
432637,613,"философия",0
432638,613,"ученик",0
432639,613,"страсть",0
432640,613,"плащ",1
432641,613,"староста",0
432642,613,"транзит",0
432643,614,"бомба",0
432644,614,"выручка",0
432645,614,"круиз",0
432646,614,"юность",0
432647,614,"диалог",0
432648,614,"деревня",1
432649,616,"собака",1
432650,616,"флаг",0
432651,616,"тайна",0
432652,616,"суицид",0
432653,616,"камера",0
432654,616,"тётя",0
432655,617,"равновесие",0
432656,617,"груз",1
432657,617,"клён",0
432658,617,"спрос",0
432659,617,"ложь",0
432660,617,"лечение",0
432661,618,"экзамен",0
432662,618,"подросток",0
432663,618,"цепь",1
432664,618,"растения",0
432665,618,"спорт",0
432666,618,"стул",0
432673,619,"поцелуй",0
432674,619,"масштаб",1
432675,619,"дальность",0
432676,619,"подросток",0
432677,619,"стакан",0
432678,619,"анонс",0
432685,622,"рассказ",0
432686,622,"бумажник",0
432687,622,"правило",0
432688,622,"ресторан",0
432689,622,"вильгельм",0
432690,622,"лёд",1
411229,623,"прибор",0
411230,623,"масштаб",0
411231,623,"рыба",0
411232,623,"лёд",0
411233,623,"случай",0
411234,623,"лаборатория",1
432691,624,"охота",0
432692,624,"рыба",1
432693,624,"правило",0
432694,624,"сахар",0
432695,624,"стекло",0
432696,624,"потребление",0
402037,627,"кормить",0
402038,627,"собрать",0
402039,627,"бывать",0
402040,627,"мешать",0
402041,627,"понести",0
402042,627,"любить",1
411241,628,"бомба",0
411242,628,"рыба",0
411243,628,"предупреждение",0
411244,628,"вирусы",0
411245,628,"отсутствие",1
411246,628,"песнь",0
432697,629,"бумажник",0
432698,629,"предупреждение",1
432699,629,"сахар",0
432700,629,"дружба",0
432701,629,"куба",0
432702,629,"пёс",0
432703,630,"экзамен",0
432704,630,"бомба",1
432705,630,"эссе",0
432706,630,"деревня",0
432707,630,"запах",0
432708,630,"велосипед",0
402055,631,"песнь",0
402056,631,"рассказ",0
402057,631,"тётя",0
402058,631,"певец",1
402059,631,"зарплата",0
402060,631,"копьё",0
411259,632,"описание",0
411260,632,"рассказ",0
411261,632,"отсутствие",0
411262,632,"песнь",1
411263,632,"бомба",0
411264,632,"предупреждение",0
432715,633,"чили",0
432716,633,"враг",0
432717,633,"рассказ",1
432718,633,"зеркало",0
432719,633,"шоколад",0
432720,633,"масло",0
411271,634,"песнь",0
411272,634,"копьё",0
411273,634,"философия",0
411274,634,"описание",1
411275,634,"бомба",0
411276,634,"рассказ",0
432721,635,"физик",0
432722,635,"философия",1
432723,635,"буква",0
432724,635,"пилот",0
432725,635,"пиво",0
432726,635,"серебро",0
432727,636,"писать",0
432728,636,"мешать",1
432729,636,"понести",0
432730,636,"лгать",0
432731,636,"увлечь",0
432732,636,"делить",0
411289,637,"рассказ",0
411290,637,"зарплата",0
411291,637,"копьё",1
411292,637,"пилот",0
411293,637,"философия",0
411294,637,"описание",0
432733,638,"велосипед",0
432734,638,"экзамен",0
432735,638,"цыплёнок",0
432736,638,"самолёт",0
432737,638,"пилот",1
432738,638,"раса",0
411301,639,"тётя",0
411302,639,"зарплата",1
411303,639,"пилот",0
411304,639,"классифицирование",0
411305,639,"копьё",0
411306,639,"определение",0
432745,640,"поражение",0
432746,640,"тарелка",0
432747,640,"рейс",0
432748,640,"волна",0
432749,640,"грусть",0
432750,640,"тётя",1
411313,643,"ученик",0
411314,643,"определение",1
411315,643,"дворец",0
411316,643,"классифицирование",0
411317,643,"тётя",0
411318,643,"корабль",0
432751,644,"ученик",1
432752,644,"тень",0
432753,644,"поцелуй",0
432754,644,"корабль",0
432755,644,"анонс",0
432756,644,"сыр",0
432763,647,"сосед",0
432764,647,"корабль",1
432765,647,"сахар",0
432766,647,"египет",0
432767,647,"запах",0
432768,647,"цыплёнок",0
432769,648,"куба",0
432770,648,"стекло",0
432771,648,"ресторан",0
432772,648,"доход",0
432773,648,"бассейн",0
432774,648,"дворец",1
432775,650,"кот",0
432776,650,"химия",1
432777,650,"спрос",0
432778,650,"страсть",0
432779,650,"прогресс",0
432780,650,"песок",0
411343,651,"корабль",0
411344,651,"чили",0
411345,651,"дворец",0
411346,651,"химия",0
411347,651,"поцелуй",0
411348,651,"температура",1
376117,652,"тенденция",1
376118,652,"дружба",0
376119,652,"соглашение",0
376120,652,"фактор",0
376121,652,"меланж",0
376122,652,"апельсин",0
432799,653,"тень",0
432800,653,"сыр",0
432801,653,"поцелуй",1
432802,653,"враг",0
432803,653,"серебро",0
432804,653,"пилот",0
432805,654,"чили",1
432806,654,"масло",0
432807,654,"легенда",0
432808,654,"сахар",0
432809,654,"потребление",0
432810,654,"ресторан",0
432811,655,"головной мозг",1
432812,655,"кузина",0
432813,655,"тень",0
432814,655,"рука",0
432815,655,"самолёт",0
432816,655,"цепь",0
432817,656,"женщина",1
432818,656,"торт",0
432819,656,"подросток",0
432820,656,"стена",0
432821,656,"новелла",0
432822,656,"чай",0
411373,657,"вмешательство",1
411374,657,"чили",0
411375,657,"женщина",0
411376,657,"поцелуй",0
411377,657,"староста",0
411378,657,"трактат",0
432823,658,"грусть",0
432824,658,"кот",0
432825,658,"староста",1
432826,658,"запах",0
432827,658,"градус",0
432828,658,"стипендия",0
432829,659,"трактат",1
432830,659,"плащ",0
432831,659,"равновесие",0
432832,659,"бумажник",0
432833,659,"камера",0
432834,659,"поражение",0
376165,661,"канада",0
376166,661,"выживание",0
376167,661,"oтопление",0
376168,661,"скала",0
376169,661,"актриса",1
376170,661,"мануил",0
432841,662,"конь",0
432842,662,"конфликт",0
432843,662,"физик",0
432844,662,"предупреждение",0
432845,662,"шутка",1
432846,662,"масштаб",0
411397,663,"оферта",0
411398,663,"шутка",0
411399,663,"внук",0
411400,663,"впечатление",1
411401,663,"бассейн",0
411402,663,"раса",0
432865,665,"зеркало",0
432866,665,"сыр",0
432867,665,"посольство",0
432868,665,"сахар",0
432869,665,"глава",0
432870,665,"внук",1
432871,666,"очки",0
432872,666,"идо",0
432873,666,"женщина",0
432874,666,"пёс",0
432875,666,"оферта",1
432876,666,"кот",0
432877,667,"бассейн",1
432878,667,"тарелка",0
432879,667,"мода",0
432880,667,"песок",0
432881,667,"абордаж",0
432882,667,"лёд",0
432883,668,"поцелуй",0
432884,668,"песок",0
432885,668,"замок",0
432886,668,"доход",0
432887,668,"раса",1
432888,668,"оферта",0
432889,669,"ресторан",1
432890,669,"спрос",0
432891,669,"раса",0
432892,669,"предупреждение",0
432893,669,"велосипед",0
432894,669,"растения",0
411433,670,"оферта",0
411434,670,"страдание",1
411435,670,"раса",0
411436,670,"ресторан",0
411437,670,"нора́",0
411438,670,"бассейн",0
388699,672,"ресторан",0
388700,672,"сахар",0
388701,672,"транспортное средство",1
388702,672,"раса",0
388703,672,"актёр",0
388704,672,"страдание",0
376225,673,"бернард",0
376226,673,"масштаб",0
376227,673,"антон",1
376228,673,"библия",0
376229,673,"картина",0
376230,673,"валюта",0
402223,674,"враг",0
402224,674,"торт",0
402225,674,"меланж",0
402226,674,"шоколад",0
402227,674,"сахар",0
402228,674,"актёр",1
432895,675,"риф",0
432896,675,"гипотеза",0
432897,675,"цепь",0
432898,675,"сахар",1
432899,675,"торт",0
432900,675,"равновесие",0
432901,676,"бумажник",0
432902,676,"правило",0
432903,676,"юность",0
432904,676,"зима",0
432905,676,"нос",0
432906,676,"торт",1
432907,677,"кузина",0
432908,677,"выручка",0
432909,677,"юность",0
432910,677,"гость",0
432911,677,"серебро",0
432912,677,"шоколад",1
411457,678,"торт",0
411458,678,"шоколад",0
411459,678,"враг",0
411460,678,"правило",0
411461,678,"меланж",0
411462,678,"частота",1
432913,679,"серебро",0
432914,679,"орган",0
432915,679,"стул",0
432916,679,"враг",1
432917,679,"доход",0
432918,679,"дворец",0
402253,680,"записать",0
402254,680,"понести",0
402255,680,"бывать",0
402256,680,"ломаться",0
402257,680,"собрать",1
402258,680,"кормить",0
432919,682,"правило",1
432920,682,"масло",0
432921,682,"кот",0
432922,682,"юность",0
432923,682,"потребление",0
432924,682,"сон",0
432925,683,"венец",0
432926,683,"зал",0
432927,683,"груз",0
432928,683,"цыплёнок",0
432929,683,"дальность",1
432930,683,"мода",0
432931,685,"стекло",0
432932,685,"химия",0
432933,685,"знак",0
432934,685,"дуб",1
432935,685,"сыр",0
432936,685,"рубашка",0
402295,686,"хирургия",0
402296,686,"доктор",1
402297,686,"цикл",0
402298,686,"нефть",0
402299,686,m,0
402300,686,"адрес",0
402307,687,"адрес",0
402308,687,"людвиг",0
402309,687,"цикл",0
402310,687,"герой",0
402311,687,"хирургия",0
402312,687,"нефть",1
432949,688,"транзит",1
432950,688,"кузен",0
432951,688,"спрос",0
432952,688,"эссе",0
432953,688,"диалог",0
432954,688,"венец",0
432955,689,"оферта",0
432956,689,"спорт",0
432957,689,"буква",0
432958,689,"орган",1
432959,689,"знак",0
432960,689,"напитки",0
402313,690,"ломаться",0
402314,690,"собрать",0
402315,690,"бывать",0
402316,690,"должен",0
402317,690,"кормить",1
402318,690,"записать",0
376327,691,"новелла",0
376328,691,"ткань",0
376329,691,"канада",1
376330,691,"марш",0
376331,691,"лава",0
376332,691,"вино",0
402319,692,"адрес",0
402320,692,"цикл",1
402321,692,"хирургия",0
402322,692,"людвиг",0
402323,692,"герой",0
402324,692,"поэзия",0
402325,693,"людвиг",0
402326,693,"поэзия",0
402327,693,"чай",0
402328,693,"хирургия",1
402329,693,"герой",0
402330,693,"адрес",0
402331,694,"герой",0
402332,694,"поэзия",0
402333,694,"адрес",1
402334,694,"людвиг",0
402335,694,"чай",0
402336,694,"специалист",0
402337,695,"пожар",0
402338,695,"поэзия",0
402339,695,"специалист",0
402340,695,"герой",1
402341,695,"чай",0
402342,695,"людвиг",0
402343,696,"рыбы",0
402344,696,"людвиг",1
402345,696,"специалист",0
402346,696,"пожар",0
402347,696,"поэзия",0
402348,696,"чай",0
432961,697,"кузина",0
432962,697,"легенда",0
432963,697,"поэзия",1
432964,697,"экзамен",0
432965,697,"чай",0
432966,697,"предупреждение",0
432973,698,"серебро",0
432974,698,"дальность",0
432975,698,"чай",1
432976,698,"деревня",0
432977,698,"тень",0
432978,698,"юность",0
411517,700,"валюта",0
411518,700,"драма",1
411519,700,"чай",0
411520,700,"пожар",0
411521,700,"поэзия",0
411522,700,"египет",0
432979,701,"египет",1
432980,701,"шея",0
432981,701,"самолёт",0
432982,701,"новелла",0
432983,701,"абордаж",0
432984,701,"юность",0
402367,702,"рыбы",0
402368,702,"зал",0
402369,702,"специалист",1
402370,702,"пожар",0
402371,702,"палец",0
402372,702,"лечение",0
434821,703,"завтра",0
434822,703,"вероятно",0
434823,703,"лучший",0
434824,703,"обычно",0
434825,703,"только",0
434826,703,"существовать",1
432991,704,"плащ",0
432992,704,"посольство",0
432993,704,"лёд",0
432994,704,"пожар",1
432995,704,"физик",0
432996,704,"тётя",0
433003,705,"дружба",0
433004,705,"дерево",0
433005,705,"экзамен",0
433006,705,"ресурс",0
433007,705,"валюта",1
433008,705,"шутка",0
433015,706,"песок",0
433016,706,"потребление",0
433017,706,"сыр",0
433018,706,"буква",0
433019,706,"рыбы",1
433020,706,"поэзия",0
433027,707,"спорт",0
433028,707,"глава",0
433029,707,"орган",0
433030,707,"зал",1
433031,707,"грусть",0
433032,707,"пилот",0
402403,708,"использовать",1
402404,708,"записать",0
402405,708,"воровать",0
402406,708,"спрятать",0
402407,708,"должен",0
402408,708,"ломаться",0
433033,710,"стекло",0
433034,710,"кролик",0
433035,710,"спрос",0
433036,710,"лечение",1
433037,710,"выручка",0
433038,710,"правило",0
433039,711,"внук",0
433040,711,"упражнение",0
433041,711,"очки",0
433042,711,"метрополитен",0
433043,711,"лёд",0
433044,711,"палец",1
402421,712,"замок",0
402422,712,"охота",0
402423,712,"стул",0
402424,712,"трудность",1
402425,712,"упражнение",0
402426,712,"поражение",0
433051,713,"стачка",0
433052,713,"физик",0
433053,713,"глава",0
433054,713,"кузен",1
433055,713,"суицид",0
433056,713,"рассказ",0
402433,714,"воровать",0
402434,714,"спрятать",0
402435,714,"следить",0
402436,714,"грузить",0
402437,714,"ломаться",1
402438,714,"должен",0
433063,715,"собака",0
433064,715,"абордаж",1
433065,715,"шея",0
433066,715,"стекло",0
433067,715,"корабль",0
433068,715,"грусть",0
433069,716,"дерево",0
433070,716,"предел",0
433071,716,"стул",1
433072,716,"посольство",0
433073,716,"конь",0
433074,716,"флаг",0
433081,717,"буква",0
433082,717,"суицид",0
433083,717,"замок",1
433084,717,"рука",0
433085,717,"стипендия",0
433086,717,"идо",0
433087,718,"ученик",0
433088,718,"раса",0
433089,718,"охота",1
433090,718,"бабушка",0
433091,718,"кузен",0
433092,718,"валюта",0
433093,719,"мёд",0
433094,719,"чили",0
433095,719,"зал",0
433096,719,"поражение",1
433097,719,"внук",0
433098,719,"замок",0
433105,720,"торт",0
433106,720,"упражнение",1
433107,720,"песок",0
433108,720,"доход",0
433109,720,"риф",0
433110,720,"тётя",0
433111,721,"физик",1
433112,721,"орган",0
433113,721,"рассказ",0
433114,721,"потребление",0
433115,721,"полковник",0
433116,721,"градус",0
411613,722,"логика",1
411614,722,"физик",0
411615,722,"упражнение",0
411616,722,"поражение",0
411617,722,"мёд",0
411618,722,"цыплёнок",0
402475,723,"следить",0
402476,723,"спрятать",0
402477,723,"грузить",0
402478,723,"должен",0
402479,723,"воровать",0
402480,723,"записать",1
433117,724,"топор",0
433118,724,"цыплёнок",0
433119,724,"мёд",1
433120,724,"доход",0
433121,724,"здание",0
433122,724,"грусть",0
433123,725,"вино",0
433124,725,"мода",0
433125,725,"цыплёнок",1
433126,725,"конь",0
433127,725,"физик",0
433128,725,"лёд",0
402493,726,"топор",0
402494,726,"подросток",0
402495,726,"анонс",0
402496,726,"круиз",0
402497,726,"архитектура",0
402498,726,"призёр",1
433129,727,"скала",0
433130,727,"рыба",0
433131,727,"шутка",0
433132,727,"физик",0
433133,727,"подросток",1
433134,727,"песок",0
433135,728,"спорт",0
433136,728,"предупреждение",0
433137,728,"буква",0
433138,728,"выручка",0
433139,728,"анонс",1
433140,728,"зима",0
411643,729,"анонс",0
411644,729,"архитектура",1
411645,729,"круиз",0
411646,729,"депрессия",0
411647,729,"подросток",0
411648,729,"разрушение",0
389029,730,"круиз",0
389030,730,"библия",1
389031,730,"архитектура",0
389032,730,"анонс",0
389033,730,"подросток",0
389034,730,"призёр",0
433141,731,"куба",0
433142,731,"посольство",0
433143,731,"дерево",0
433144,731,"спрос",0
433145,731,"полковник",0
433146,731,"круиз",1
411655,732,"разрушение",0
411656,732,"архитектура",0
411657,732,"круиз",0
411658,732,"бизнесмен",0
411659,732,"депрессия",1
411660,732,"анонс",0
411661,733,"архитектура",0
411662,733,"разрушение",1
411663,733,"бизнесмен",0
